film_id,title,release_year,rental_date,return_date
274,EGG IGBY,2006,2005-07-07 12:00:52.000,2005-07-11 15:14:52.000
274,EGG IGBY,2006,2005-08-01 13:26:53.000,2005-08-07 18:47:53.000
274,EGG IGBY,2006,2005-08-22 07:19:05.000,2005-08-26 03:08:05.000
274,EGG IGBY,2006,2005-07-28 00:58:04.000,2005-08-03 19:16:04.000
274,EGG IGBY,2006,2005-08-22 01:58:42.000,2005-08-29 22:32:42.000
274,EGG IGBY,2006,2005-07-06 04:37:10.000,2005-07-09 23:32:10.000
274,EGG IGBY,2006,2005-07-29 05:50:09.000,2005-08-06 05:15:09.000
274,EGG IGBY,2006,2005-08-22 05:51:59.000,2005-08-31 01:45:59.000
274,EGG IGBY,2006,2005-05-31 02:53:36.000,2005-06-03 05:04:36.000
274,EGG IGBY,2006,2005-06-15 11:43:09.000,2005-06-20 15:45:09.000
274,EGG IGBY,2006,2005-07-10 04:08:48.000,2005-07-19 07:59:48.000
274,EGG IGBY,2006,2005-07-31 17:16:50.000,2005-08-05 18:34:50.000
274,EGG IGBY,2006,2005-08-19 08:08:04.000,2005-08-26 12:04:04.000
274,EGG IGBY,2006,2005-07-12 22:28:09.000,2005-07-14 00:53:09.000
274,EGG IGBY,2006,2005-08-01 15:44:09.000,2005-08-04 14:42:09.000
274,EGG IGBY,2006,2005-08-20 05:02:46.000,2005-08-27 03:12:46.000
275,EGYPT TENENBAUMS,2006,2005-07-07 20:29:08.000,2005-07-12 19:17:08.000
275,EGYPT TENENBAUMS,2006,2005-07-28 19:07:45.000,2005-08-04 22:12:45.000
275,EGYPT TENENBAUMS,2006,2005-08-21 05:04:34.000,2005-08-23 04:58:34.000
275,EGYPT TENENBAUMS,2006,2005-06-18 02:14:34.000,2005-06-25 05:11:34.000
275,EGYPT TENENBAUMS,2006,2005-07-06 23:49:20.000,2005-07-12 20:39:20.000
275,EGYPT TENENBAUMS,2006,2005-08-02 20:59:52.000,2005-08-12 01:16:52.000
275,EGYPT TENENBAUMS,2006,2005-08-22 18:39:11.000,2005-08-26 21:46:11.000
275,EGYPT TENENBAUMS,2006,2005-07-11 16:01:35.000,2005-07-20 12:07:35.000
275,EGYPT TENENBAUMS,2006,2005-07-31 13:00:33.000,2005-08-03 16:18:33.000
275,EGYPT TENENBAUMS,2006,2005-08-19 01:04:35.000,2005-08-25 21:14:35.000
275,EGYPT TENENBAUMS,2006,2005-05-27 07:42:29.000,2005-06-04 11:20:29.000
275,EGYPT TENENBAUMS,2006,2005-06-19 22:54:01.000,2005-06-27 23:05:01.000
275,EGYPT TENENBAUMS,2006,2005-07-07 22:04:36.000,2005-07-09 02:44:36.000
275,EGYPT TENENBAUMS,2006,2005-07-28 06:22:18.000,2005-08-06 11:38:18.000
275,EGYPT TENENBAUMS,2006,2005-08-21 15:36:34.000,2005-08-27 20:24:34.000
275,EGYPT TENENBAUMS,2006,2005-07-31 02:37:44.000,2005-08-02 07:07:44.000
275,EGYPT TENENBAUMS,2006,2005-08-16 23:51:06.000,2005-08-26 02:06:06.000
276,ELEMENT FREDDY,2006,2005-07-28 22:22:35.000,2005-07-31 19:30:35.000
276,ELEMENT FREDDY,2006,2005-08-17 02:03:02.000,2005-08-24 03:53:02.000
276,ELEMENT FREDDY,2006,2005-07-30 20:07:24.000,2005-08-03 21:20:24.000
276,ELEMENT FREDDY,2006,2005-08-23 13:06:19.000,2005-08-31 12:18:19.000
276,ELEMENT FREDDY,2006,2005-07-08 12:54:15.000,2005-07-17 14:32:15.000
276,ELEMENT FREDDY,2006,2005-08-01 12:21:53.000,2005-08-04 13:08:53.000
276,ELEMENT FREDDY,2006,2005-08-20 05:05:14.000,2005-08-25 03:59:14.000
276,ELEMENT FREDDY,2006,2005-07-07 23:20:05.000,2005-07-13 19:50:05.000
276,ELEMENT FREDDY,2006,2005-07-27 05:38:16.000,2005-07-29 04:28:16.000
276,ELEMENT FREDDY,2006,2005-08-21 23:11:42.000,2005-08-28 22:12:42.000
277,ELEPHANT TROJAN,2006,2005-05-31 05:23:47.000,2005-06-02 03:57:47.000
277,ELEPHANT TROJAN,2006,2005-06-19 16:21:19.000,2005-06-21 22:07:19.000
277,ELEPHANT TROJAN,2006,2005-07-12 18:21:01.000,2005-07-13 21:14:01.000
277,ELEPHANT TROJAN,2006,2005-08-02 14:24:08.000,2005-08-11 14:56:08.000
277,ELEPHANT TROJAN,2006,2005-08-22 16:15:33.000,2005-08-29 20:49:33.000
277,ELEPHANT TROJAN,2006,2005-05-28 17:24:51.000,2005-06-05 20:05:51.000
277,ELEPHANT TROJAN,2006,2005-06-18 04:33:03.000,2005-06-23 04:14:03.000
277,ELEPHANT TROJAN,2006,2005-07-11 16:26:07.000,2005-07-17 21:05:07.000
277,ELEPHANT TROJAN,2006,2005-07-31 11:34:32.000,2005-08-04 08:20:32.000
277,ELEPHANT TROJAN,2006,2005-08-21 13:10:40.000,2005-08-26 16:49:40.000
277,ELEPHANT TROJAN,2006,2005-05-25 07:19:16.000,2005-05-27 05:19:16.000
277,ELEPHANT TROJAN,2006,2005-06-18 17:21:24.000,2005-06-26 18:25:24.000
277,ELEPHANT TROJAN,2006,2005-07-12 16:18:12.000,2005-07-13 17:56:12.000
277,ELEPHANT TROJAN,2006,2005-07-31 08:57:35.000,2005-08-04 04:47:35.000
278,ELF MURDER,2006,2005-07-28 00:08:36.000,2005-07-28 18:13:36.000
278,ELF MURDER,2006,2005-08-19 14:00:56.000,2005-08-24 13:52:56.000
278,ELF MURDER,2006,2005-05-25 06:49:10.000,2005-05-26 06:42:10.000
278,ELF MURDER,2006,2005-06-17 21:58:13.000,2005-06-19 23:59:13.000
278,ELF MURDER,2006,2005-07-12 06:57:40.000,2005-07-16 04:27:40.000
278,ELF MURDER,2006,2005-07-26 22:51:53.000,2005-08-03 19:04:53.000
278,ELF MURDER,2006,2005-08-21 08:08:43.000,2005-08-25 10:44:43.000
279,ELIZABETH SHANE,2006,2005-05-30 02:10:32.000,2005-06-01 04:42:32.000
279,ELIZABETH SHANE,2006,2005-06-20 18:05:57.000,2005-06-23 23:01:57.000
279,ELIZABETH SHANE,2006,2005-07-11 12:49:48.000,2005-07-18 07:41:48.000
279,ELIZABETH SHANE,2006,2005-07-28 20:12:17.000,2005-08-01 15:21:17.000
279,ELIZABETH SHANE,2006,2005-08-19 07:06:34.000,2005-08-21 06:53:34.000
279,ELIZABETH SHANE,2006,2005-05-26 10:06:49.000,2005-06-01 07:43:49.000
279,ELIZABETH SHANE,2006,2005-06-16 23:16:15.000,2005-06-21 21:54:15.000
279,ELIZABETH SHANE,2006,2005-07-07 09:03:51.000,2005-07-12 09:46:51.000
279,ELIZABETH SHANE,2006,2005-07-27 07:14:31.000,2005-08-01 01:35:31.000
279,ELIZABETH SHANE,2006,2005-08-21 14:51:52.000,2005-08-30 10:40:52.000
280,EMPIRE MALKOVICH,2006,2005-07-31 02:04:58.000,2005-08-06 04:07:58.000
280,EMPIRE MALKOVICH,2006,2005-08-17 06:13:30.000,2005-08-26 01:29:30.000
280,EMPIRE MALKOVICH,2006,2005-06-17 20:28:29.000,2005-06-23 22:47:29.000
280,EMPIRE MALKOVICH,2006,2005-07-06 23:14:21.000,2005-07-12 17:55:21.000
280,EMPIRE MALKOVICH,2006,2005-07-27 10:09:30.000,2005-08-05 11:44:30.000
280,EMPIRE MALKOVICH,2006,2005-08-18 03:33:17.000,2005-08-21 03:13:17.000
280,EMPIRE MALKOVICH,2006,2005-08-02 07:08:07.000,2005-08-09 11:15:07.000
280,EMPIRE MALKOVICH,2006,2005-08-20 01:09:11.000,2005-08-26 05:35:11.000
280,EMPIRE MALKOVICH,2006,2005-07-06 10:09:20.000,2005-07-08 15:49:20.000
280,EMPIRE MALKOVICH,2006,2005-07-28 12:13:42.000,2005-08-05 12:02:42.000
280,EMPIRE MALKOVICH,2006,2005-08-20 19:03:25.000,2005-08-27 18:02:25.000
280,EMPIRE MALKOVICH,2006,2005-05-30 15:35:08.000,2005-06-08 11:38:08.000
280,EMPIRE MALKOVICH,2006,2005-06-19 15:10:09.000,2005-06-28 13:05:09.000
280,EMPIRE MALKOVICH,2006,2005-07-07 02:52:53.000,2005-07-11 22:32:53.000
280,EMPIRE MALKOVICH,2006,2005-07-27 05:58:32.000,2005-07-29 06:14:32.000
280,EMPIRE MALKOVICH,2006,2005-08-20 10:53:49.000,2005-08-25 13:25:49.000
280,EMPIRE MALKOVICH,2006,2005-05-26 11:53:49.000,2005-05-28 13:55:49.000
280,EMPIRE MALKOVICH,2006,2005-06-20 04:43:45.000,2005-06-21 06:58:45.000
280,EMPIRE MALKOVICH,2006,2005-07-10 17:59:29.000,2005-07-18 18:13:29.000
280,EMPIRE MALKOVICH,2006,2005-08-02 17:22:59.000,2005-08-09 19:56:59.000
280,EMPIRE MALKOVICH,2006,2005-08-16 22:51:20.000,2005-08-23 00:44:20.000
281,ENCINO ELF,2006,2005-06-17 07:16:46.000,2005-06-21 04:22:46.000
281,ENCINO ELF,2006,2005-07-12 21:25:37.000,2005-07-20 23:51:37.000
281,ENCINO ELF,2006,2005-08-01 00:12:11.000,2005-08-03 03:03:11.000
281,ENCINO ELF,2006,2005-08-22 04:50:52.000,2005-08-25 04:14:52.000
281,ENCINO ELF,2006,2005-07-30 08:44:21.000,2005-08-08 12:31:21.000
281,ENCINO ELF,2006,2005-08-22 23:37:11.000,2005-08-28 23:26:11.000
281,ENCINO ELF,2006,2005-07-31 19:57:16.000,2005-08-04 00:54:16.000
281,ENCINO ELF,2006,2005-08-23 05:10:42.000,2005-08-30 03:17:42.000
281,ENCINO ELF,2006,2005-06-16 18:12:54.000,2005-06-24 19:55:54.000
281,ENCINO ELF,2006,2005-07-11 17:50:09.000,2005-07-18 13:11:09.000
281,ENCINO ELF,2006,2005-08-02 01:09:55.000,2005-08-05 05:03:55.000
281,ENCINO ELF,2006,2006-02-14 15:16:03.000,
281,ENCINO ELF,2006,2005-06-17 19:31:16.000,2005-06-18 23:33:16.000
281,ENCINO ELF,2006,2005-07-11 03:18:39.000,2005-07-13 06:58:39.000
281,ENCINO ELF,2006,2005-08-02 09:43:24.000,2005-08-05 15:29:24.000
281,ENCINO ELF,2006,2005-08-21 23:37:47.000,2005-08-24 00:23:47.000
281,ENCINO ELF,2006,2005-07-09 03:46:33.000,2005-07-15 01:14:33.000
281,ENCINO ELF,2006,2005-08-01 08:03:55.000,2005-08-04 08:44:55.000
281,ENCINO ELF,2006,2005-08-19 16:45:59.000,2005-08-25 15:25:59.000
282,ENCOUNTERS CURTAIN,2006,2005-07-06 04:38:50.000,2005-07-15 06:36:50.000
282,ENCOUNTERS CURTAIN,2006,2005-07-29 14:59:04.000,2005-08-04 13:13:04.000
282,ENCOUNTERS CURTAIN,2006,2005-08-19 16:18:36.000,2005-08-25 15:22:36.000
282,ENCOUNTERS CURTAIN,2006,2005-05-28 22:22:44.000,2005-06-01 02:57:44.000
282,ENCOUNTERS CURTAIN,2006,2005-06-17 20:49:14.000,2005-06-23 17:44:14.000
282,ENCOUNTERS CURTAIN,2006,2005-07-12 00:29:45.000,2005-07-15 19:37:45.000
282,ENCOUNTERS CURTAIN,2006,2005-08-02 08:26:45.000,2005-08-03 08:41:45.000
282,ENCOUNTERS CURTAIN,2006,2005-08-23 13:25:08.000,2005-08-28 10:08:08.000
282,ENCOUNTERS CURTAIN,2006,2005-08-01 20:49:35.000,2005-08-10 16:58:35.000
282,ENCOUNTERS CURTAIN,2006,2005-08-21 19:24:51.000,2005-08-25 13:58:51.000
282,ENCOUNTERS CURTAIN,2006,2005-07-09 12:35:02.000,2005-07-10 09:22:02.000
282,ENCOUNTERS CURTAIN,2006,2005-07-31 20:09:32.000,2005-08-01 15:41:32.000
282,ENCOUNTERS CURTAIN,2006,2005-08-21 15:34:32.000,2005-08-25 13:18:32.000
282,ENCOUNTERS CURTAIN,2006,2005-07-26 22:52:45.000,2005-07-28 18:32:45.000
282,ENCOUNTERS CURTAIN,2006,2005-08-22 00:44:57.000,2005-08-24 20:08:57.000
282,ENCOUNTERS CURTAIN,2006,2005-06-18 19:38:20.000,2005-06-26 20:48:20.000
282,ENCOUNTERS CURTAIN,2006,2005-07-09 01:24:07.000,2005-07-18 03:56:07.000
282,ENCOUNTERS CURTAIN,2006,2005-07-27 03:01:40.000,2005-07-31 07:01:40.000
282,ENCOUNTERS CURTAIN,2006,2005-08-19 01:25:11.000,2005-08-27 01:22:11.000
283,ENDING CROWDS,2006,2005-05-30 15:01:02.000,2005-06-01 18:26:02.000
283,ENDING CROWDS,2006,2005-06-17 12:35:58.000,2005-06-26 13:16:58.000
283,ENDING CROWDS,2006,2005-07-08 14:36:51.000,2005-07-12 15:28:51.000
283,ENDING CROWDS,2006,2005-07-28 07:28:16.000,2005-07-31 12:03:16.000
283,ENDING CROWDS,2006,2005-08-18 20:37:13.000,2005-08-26 16:13:13.000
283,ENDING CROWDS,2006,2005-06-21 17:42:51.000,2005-06-24 23:22:51.000
283,ENDING CROWDS,2006,2005-07-08 07:28:05.000,2005-07-14 02:10:05.000
283,ENDING CROWDS,2006,2005-07-28 00:11:35.000,2005-07-31 00:33:35.000
283,ENDING CROWDS,2006,2005-08-20 09:16:15.000,2005-08-21 03:33:15.000
283,ENDING CROWDS,2006,2005-07-31 10:08:33.000,2005-08-03 14:56:33.000
283,ENDING CROWDS,2006,2005-08-21 19:09:40.000,2005-08-30 13:25:40.000
284,ENEMY ODDS,2006,2005-05-31 21:29:00.000,2005-06-03 23:24:00.000
284,ENEMY ODDS,2006,2005-06-15 15:20:06.000,2005-06-24 18:42:06.000
284,ENEMY ODDS,2006,2005-07-06 18:59:31.000,2005-07-12 19:21:31.000
284,ENEMY ODDS,2006,2005-07-29 15:33:18.000,2005-07-30 18:03:18.000
284,ENEMY ODDS,2006,2005-08-19 00:16:54.000,2005-08-26 02:00:54.000
284,ENEMY ODDS,2006,2005-07-12 05:08:16.000,2005-07-14 04:09:16.000
284,ENEMY ODDS,2006,2005-07-31 08:25:21.000,2005-08-07 11:30:21.000
284,ENEMY ODDS,2006,2005-08-17 17:55:46.000,2005-08-22 15:31:46.000
284,ENEMY ODDS,2006,2005-05-25 16:34:24.000,2005-05-28 12:13:24.000
284,ENEMY ODDS,2006,2005-06-18 19:04:41.000,2005-06-27 17:10:41.000
284,ENEMY ODDS,2006,2005-07-09 08:00:46.000,2005-07-12 09:31:46.000
284,ENEMY ODDS,2006,2005-07-28 14:30:13.000,2005-08-05 09:35:13.000
284,ENEMY ODDS,2006,2005-08-20 13:20:09.000,2005-08-21 18:41:09.000
284,ENEMY ODDS,2006,2005-06-21 12:19:54.000,2005-06-23 06:59:54.000
284,ENEMY ODDS,2006,2005-07-06 23:00:49.000,2005-07-15 00:41:49.000
284,ENEMY ODDS,2006,2005-08-02 01:53:06.000,2005-08-04 02:46:06.000
284,ENEMY ODDS,2006,2005-08-18 15:12:17.000,2005-08-19 12:26:17.000
284,ENEMY ODDS,2006,2005-07-29 03:49:58.000,2005-08-03 01:00:58.000
284,ENEMY ODDS,2006,2005-08-19 00:22:24.000,2005-08-19 22:53:24.000
284,ENEMY ODDS,2006,2005-05-25 04:24:36.000,2005-05-27 07:02:36.000
284,ENEMY ODDS,2006,2005-06-15 16:45:07.000,2005-06-23 14:01:07.000
284,ENEMY ODDS,2006,2005-07-12 07:25:48.000,2005-07-20 02:24:48.000
284,ENEMY ODDS,2006,2005-08-01 23:43:03.000,2005-08-09 23:49:03.000
284,ENEMY ODDS,2006,2005-08-21 10:10:01.000,2005-08-28 14:16:01.000
284,ENEMY ODDS,2006,2005-05-28 17:37:50.000,2005-06-03 16:04:50.000
284,ENEMY ODDS,2006,2005-06-19 01:56:59.000,2005-06-25 00:54:59.000
284,ENEMY ODDS,2006,2005-07-07 17:55:53.000,2005-07-13 16:43:53.000
284,ENEMY ODDS,2006,2005-07-27 10:26:11.000,2005-07-29 11:43:11.000
284,ENEMY ODDS,2006,2005-08-21 07:19:57.000,2005-08-28 02:59:57.000
285,ENGLISH BULWORTH,2006,2005-05-27 10:26:31.000,2005-05-30 08:32:31.000
285,ENGLISH BULWORTH,2006,2005-06-20 09:30:22.000,2005-06-24 06:31:22.000
285,ENGLISH BULWORTH,2006,2005-07-08 18:07:45.000,2005-07-14 15:27:45.000
285,ENGLISH BULWORTH,2006,2005-08-01 05:44:36.000,2005-08-05 07:15:36.000
285,ENGLISH BULWORTH,2006,2005-08-17 20:29:56.000,2005-08-26 22:17:56.000
285,ENGLISH BULWORTH,2006,2005-07-27 21:44:28.000,2005-08-04 21:42:28.000
285,ENGLISH BULWORTH,2006,2005-08-23 17:30:40.000,2005-08-29 14:12:40.000
285,ENGLISH BULWORTH,2006,2005-05-30 11:25:01.000,2005-05-31 09:06:01.000
285,ENGLISH BULWORTH,2006,2005-06-20 09:17:05.000,2005-06-29 04:41:05.000
285,ENGLISH BULWORTH,2006,2005-07-12 22:11:21.000,2005-07-21 02:35:21.000
285,ENGLISH BULWORTH,2006,2005-08-01 15:36:56.000,2005-08-05 17:32:56.000
285,ENGLISH BULWORTH,2006,2005-08-18 11:55:42.000,2005-08-24 08:27:42.000
285,ENGLISH BULWORTH,2006,2005-06-19 16:39:23.000,2005-06-25 13:57:23.000
285,ENGLISH BULWORTH,2006,2005-07-05 23:13:22.000,2005-07-12 19:02:22.000
285,ENGLISH BULWORTH,2006,2005-08-02 20:29:30.000,2005-08-07 01:08:30.000
285,ENGLISH BULWORTH,2006,2005-08-23 02:51:24.000,2005-08-31 06:21:24.000
285,ENGLISH BULWORTH,2006,2005-06-20 18:39:43.000,2005-06-28 17:55:43.000
285,ENGLISH BULWORTH,2006,2005-07-10 23:45:22.000,2005-07-13 03:49:22.000
285,ENGLISH BULWORTH,2006,2005-07-29 16:39:28.000,2005-08-01 14:03:28.000
285,ENGLISH BULWORTH,2006,2005-08-17 03:30:57.000,2005-08-24 07:02:57.000
285,ENGLISH BULWORTH,2006,2005-05-27 13:31:51.000,2005-05-30 16:58:51.000
285,ENGLISH BULWORTH,2006,2005-06-20 03:57:17.000,2005-06-24 05:59:17.000
285,ENGLISH BULWORTH,2006,2005-07-09 17:31:32.000,2005-07-10 21:06:32.000
285,ENGLISH BULWORTH,2006,2005-07-30 17:42:38.000,2005-08-08 23:17:38.000
285,ENGLISH BULWORTH,2006,2005-08-23 18:43:11.000,2005-08-26 00:19:11.000
285,ENGLISH BULWORTH,2006,2005-05-30 19:00:37.000,2005-05-31 23:51:37.000
285,ENGLISH BULWORTH,2006,2005-06-15 13:13:49.000,2005-06-23 13:08:49.000
285,ENGLISH BULWORTH,2006,2005-07-11 15:06:29.000,2005-07-16 14:07:29.000
285,ENGLISH BULWORTH,2006,2005-07-30 00:15:09.000,2005-08-04 02:54:09.000
285,ENGLISH BULWORTH,2006,2005-08-21 00:59:01.000,2005-08-22 20:43:01.000
286,ENOUGH RAGING,2006,2005-07-06 01:47:20.000,2005-07-08 23:48:20.000
286,ENOUGH RAGING,2006,2005-08-01 05:03:03.000,2005-08-09 05:13:03.000
286,ENOUGH RAGING,2006,2006-02-14 15:16:03.000,
286,ENOUGH RAGING,2006,2005-06-15 15:38:58.000,2005-06-20 16:28:58.000
286,ENOUGH RAGING,2006,2005-07-10 16:22:20.000,2005-07-15 21:13:20.000
286,ENOUGH RAGING,2006,2005-07-29 01:38:53.000,2005-08-04 07:09:53.000
286,ENOUGH RAGING,2006,2005-08-20 01:46:38.000,2005-08-26 05:37:38.000
286,ENOUGH RAGING,2006,2005-08-01 00:36:15.000,2005-08-07 06:18:15.000
286,ENOUGH RAGING,2006,2005-08-20 00:17:01.000,2005-08-23 20:42:01.000
286,ENOUGH RAGING,2006,2005-06-20 10:29:59.000,2005-06-27 06:52:59.000
286,ENOUGH RAGING,2006,2005-07-10 00:58:37.000,2005-07-17 22:02:37.000
286,ENOUGH RAGING,2006,2005-07-30 20:07:06.000,2005-08-08 21:21:06.000
286,ENOUGH RAGING,2006,2005-08-23 02:13:46.000,2005-08-26 21:53:46.000
286,ENOUGH RAGING,2006,2005-05-30 07:14:53.000,2005-05-31 07:56:53.000
286,ENOUGH RAGING,2006,2005-06-15 03:38:53.000,2005-06-20 01:00:53.000
286,ENOUGH RAGING,2006,2005-07-06 08:38:29.000,2005-07-10 05:28:29.000
286,ENOUGH RAGING,2006,2005-07-31 13:41:57.000,2005-08-06 15:27:57.000
286,ENOUGH RAGING,2006,2005-08-17 16:28:53.000,2005-08-25 10:31:53.000
287,ENTRAPMENT SATISFACTION,2006,2005-05-28 14:15:54.000,2005-06-05 15:16:54.000
287,ENTRAPMENT SATISFACTION,2006,2005-06-20 20:14:20.000,2005-06-30 01:46:20.000
287,ENTRAPMENT SATISFACTION,2006,2005-07-06 03:23:43.000,2005-07-14 07:28:43.000
287,ENTRAPMENT SATISFACTION,2006,2005-08-01 23:41:24.000,2005-08-11 03:48:24.000
287,ENTRAPMENT SATISFACTION,2006,2005-08-20 22:18:53.000,2005-08-27 01:05:53.000
287,ENTRAPMENT SATISFACTION,2006,2005-08-01 09:39:43.000,2005-08-10 03:42:43.000
287,ENTRAPMENT SATISFACTION,2006,2005-08-19 13:49:07.000,2005-08-20 19:39:07.000
287,ENTRAPMENT SATISFACTION,2006,2005-07-09 16:34:07.000,2005-07-13 21:37:07.000
287,ENTRAPMENT SATISFACTION,2006,2005-07-30 23:45:09.000,2005-08-07 18:50:09.000
287,ENTRAPMENT SATISFACTION,2006,2005-08-23 09:02:03.000,2005-08-24 05:47:03.000
287,ENTRAPMENT SATISFACTION,2006,2005-05-25 11:31:59.000,2005-05-26 16:53:59.000
287,ENTRAPMENT SATISFACTION,2006,2005-06-15 19:08:16.000,2005-06-24 15:20:16.000
287,ENTRAPMENT SATISFACTION,2006,2005-07-09 00:35:31.000,2005-07-17 03:44:31.000
287,ENTRAPMENT SATISFACTION,2006,2005-07-28 19:57:31.000,2005-08-02 22:16:31.000
287,ENTRAPMENT SATISFACTION,2006,2005-08-20 23:16:07.000,2005-08-26 04:45:07.000
288,ESCAPE METROPOLIS,2006,2005-06-15 09:56:02.000,2005-06-24 07:00:02.000
288,ESCAPE METROPOLIS,2006,2005-07-10 08:18:22.000,2005-07-11 07:03:22.000
288,ESCAPE METROPOLIS,2006,2005-07-31 06:56:08.000,2005-08-08 03:31:08.000
288,ESCAPE METROPOLIS,2006,2005-08-19 13:50:36.000,2005-08-26 12:34:36.000
288,ESCAPE METROPOLIS,2006,2005-06-20 15:53:59.000,2005-06-27 10:54:59.000
288,ESCAPE METROPOLIS,2006,2005-07-08 03:48:40.000,2005-07-13 22:54:40.000
288,ESCAPE METROPOLIS,2006,2005-07-28 23:37:23.000,2005-08-04 04:33:23.000
288,ESCAPE METROPOLIS,2006,2005-08-20 00:54:14.000,2005-08-21 20:55:14.000
288,ESCAPE METROPOLIS,2006,2005-06-20 22:02:54.000,2005-06-29 00:41:54.000
288,ESCAPE METROPOLIS,2006,2005-07-06 12:49:28.000,2005-07-09 16:29:28.000
288,ESCAPE METROPOLIS,2006,2005-07-31 00:50:54.000,2005-08-04 20:05:54.000
288,ESCAPE METROPOLIS,2006,2005-08-17 10:31:40.000,2005-08-25 13:53:40.000
288,ESCAPE METROPOLIS,2006,2005-06-19 00:48:22.000,2005-06-24 19:10:22.000
288,ESCAPE METROPOLIS,2006,2005-07-07 23:47:47.000,2005-07-09 19:17:47.000
288,ESCAPE METROPOLIS,2006,2005-07-31 09:25:38.000,2005-08-03 14:16:38.000
288,ESCAPE METROPOLIS,2006,2005-08-17 10:02:29.000,2005-08-23 10:26:29.000
288,ESCAPE METROPOLIS,2006,2005-05-25 04:36:26.000,2005-05-29 00:31:26.000
288,ESCAPE METROPOLIS,2006,2005-06-15 18:13:46.000,2005-06-18 22:50:46.000
288,ESCAPE METROPOLIS,2006,2005-07-10 05:04:54.000,2005-07-12 01:54:54.000
288,ESCAPE METROPOLIS,2006,2005-07-27 14:38:39.000,2005-07-31 19:50:39.000
288,ESCAPE METROPOLIS,2006,2005-08-23 12:47:16.000,2005-08-29 17:19:16.000
288,ESCAPE METROPOLIS,2006,2005-06-20 11:46:48.000,2005-06-22 08:43:48.000
288,ESCAPE METROPOLIS,2006,2005-07-08 10:24:22.000,2005-07-14 11:09:22.000
288,ESCAPE METROPOLIS,2006,2005-07-31 01:16:51.000,2005-08-01 20:23:51.000
288,ESCAPE METROPOLIS,2006,2005-08-22 09:57:16.000,2005-08-23 11:39:16.000
289,EVE RESURRECTION,2006,2005-07-09 14:02:50.000,2005-07-11 19:13:50.000
289,EVE RESURRECTION,2006,2005-07-27 03:34:37.000,2005-07-31 03:48:37.000
289,EVE RESURRECTION,2006,2005-08-17 10:59:18.000,2005-08-22 11:12:18.000
289,EVE RESURRECTION,2006,2005-06-20 10:48:56.000,2005-06-26 11:30:56.000
289,EVE RESURRECTION,2006,2005-07-11 07:28:05.000,2005-07-18 07:29:05.000
289,EVE RESURRECTION,2006,2005-08-01 20:25:20.000,2005-08-09 16:57:20.000
289,EVE RESURRECTION,2006,2005-08-18 19:36:05.000,2005-08-22 21:23:05.000
290,EVERYONE CRAFT,2006,2005-07-10 01:18:32.000,2005-07-11 20:39:32.000
290,EVERYONE CRAFT,2006,2005-07-27 14:52:06.000,2005-08-02 12:24:06.000
290,EVERYONE CRAFT,2006,2005-08-23 22:24:39.000,2005-08-25 04:08:39.000
290,EVERYONE CRAFT,2006,2005-05-27 20:42:44.000,2005-05-30 00:49:44.000
290,EVERYONE CRAFT,2006,2005-06-18 22:15:09.000,2005-06-25 17:23:09.000
290,EVERYONE CRAFT,2006,2005-07-07 15:31:57.000,2005-07-09 10:20:57.000
290,EVERYONE CRAFT,2006,2005-08-02 09:58:15.000,2005-08-06 04:23:15.000
290,EVERYONE CRAFT,2006,2005-08-20 11:42:01.000,2005-08-27 13:44:01.000
290,EVERYONE CRAFT,2006,2005-05-30 14:49:34.000,2005-06-01 19:00:34.000
290,EVERYONE CRAFT,2006,2005-06-15 05:09:01.000,2005-06-22 06:55:01.000
290,EVERYONE CRAFT,2006,2005-07-06 15:41:15.000,2005-07-07 16:41:15.000
290,EVERYONE CRAFT,2006,2005-07-29 03:01:24.000,2005-07-30 01:08:24.000
290,EVERYONE CRAFT,2006,2005-08-23 19:11:29.000,2005-08-28 14:41:29.000
291,EVOLUTION ALTER,2006,2005-07-08 12:33:00.000,2005-07-15 12:30:00.000
291,EVOLUTION ALTER,2006,2005-08-02 09:22:57.000,2005-08-08 14:12:57.000
291,EVOLUTION ALTER,2006,2005-08-20 00:32:17.000,2005-08-26 19:33:17.000
291,EVOLUTION ALTER,2006,2005-07-28 18:59:46.000,2005-07-29 22:51:46.000
291,EVOLUTION ALTER,2006,2005-08-19 21:32:23.000,2005-08-25 22:24:23.000
291,EVOLUTION ALTER,2006,2005-07-06 05:11:04.000,2005-07-09 02:03:04.000
291,EVOLUTION ALTER,2006,2005-07-29 19:26:47.000,2005-08-08 00:09:47.000
291,EVOLUTION ALTER,2006,2005-08-17 12:32:39.000,2005-08-18 12:30:39.000
291,EVOLUTION ALTER,2006,2005-06-15 13:17:01.000,2005-06-19 16:22:01.000
291,EVOLUTION ALTER,2006,2005-07-08 10:01:28.000,2005-07-12 10:37:28.000
291,EVOLUTION ALTER,2006,2005-07-28 19:03:16.000,2005-08-05 17:18:16.000
291,EVOLUTION ALTER,2006,2005-08-20 20:07:15.000,2005-08-27 00:50:15.000
292,EXCITEMENT EVE,2006,2005-07-12 03:18:07.000,2005-07-15 00:05:07.000
292,EXCITEMENT EVE,2006,2005-08-02 14:44:22.000,2005-08-10 09:01:22.000
292,EXCITEMENT EVE,2006,2005-08-17 02:21:03.000,2005-08-25 21:02:03.000
