film_id,title,rental_duration,rental_rate,category_id,name
538,LOVERBOY ATTACKS,7,0.99,13,New
539,LUCK OPUS,7,2.99,7,Drama
540,LUCKY FLYING,7,2.99,12,Music
541,LUKE MUMMY,5,2.99,2,Animation
542,LUST LOCK,3,2.99,1,Action
543,MADIGAN DORADO,5,4.99,16,Travel
544,MADISON TRAP,4,2.99,6,Documentary
545,MADNESS ATTACKS,4,0.99,9,Foreign
546,MADRE GABLES,7,2.99,10,Games
547,MAGIC MALLRATS,3,0.99,3,Children
548,MAGNIFICENT CHITTY,3,2.99,4,Classics
549,MAGNOLIA FORRESTER,4,0.99,1,Action
550,MAGUIRE APACHE,6,2.99,8,Family
551,MAIDEN HOME,3,4.99,13,New
552,MAJESTIC FLOATS,5,0.99,6,Documentary
553,MAKER GABLES,4,0.99,3,Children
554,MALKOVICH PET,6,2.99,4,Classics
555,MALLRATS UNITED,4,0.99,5,Comedy
556,MALTESE HOPE,6,4.99,10,Games
557,MANCHURIAN CURTAIN,5,2.99,8,Family
558,MANNEQUIN WORST,3,2.99,13,New
559,MARRIED GO,7,2.99,14,Sci-Fi
560,MARS ROMAN,6,0.99,10,Games
561,MASK PEACH,6,2.99,13,New
562,MASKED BUBBLE,6,0.99,12,Music
563,MASSACRE USUAL,6,4.99,10,Games
564,MASSAGE IMAGE,4,2.99,2,Animation
565,MATRIX SNOWMAN,6,4.99,9,Foreign
566,MAUDE MOD,6,0.99,9,Foreign
567,MEET CHOCOLATE,3,2.99,9,Foreign
568,MEMENTO ZOOLANDER,4,4.99,5,Comedy
569,MENAGERIE RUSHMORE,7,2.99,2,Animation
570,MERMAID INSECTS,5,4.99,15,Sports
571,METAL ARMAGEDDON,6,2.99,6,Documentary
572,METROPOLIS COMA,4,2.99,14,Sci-Fi
573,MICROCOSMOS PARADISE,6,2.99,3,Children
574,MIDNIGHT WESTWARD,3,0.99,1,Action
575,MIDSUMMER GROUNDHOG,3,4.99,6,Documentary
576,MIGHTY LUCK,7,2.99,6,Documentary
577,MILE MULAN,4,0.99,15,Sports
578,MILLION ACE,4,4.99,4,Classics
579,MINDS TRUMAN,3,4.99,1,Action
580,MINE TITANS,3,4.99,13,New
581,MINORITY KISS,4,0.99,12,Music
582,MIRACLE VIRTUAL,3,2.99,2,Animation
583,MISSION ZOOLANDER,3,4.99,2,Animation
584,MIXED DOORS,6,2.99,9,Foreign
585,MOB DUFFEL,4,0.99,7,Drama
586,MOCKINGBIRD HOLLYWOOD,4,0.99,1,Action
587,MOD SECRETARY,6,4.99,6,Documentary
588,MODEL FISH,4,4.99,3,Children
589,MODERN DORADO,3,0.99,6,Documentary
590,MONEY HAROLD,3,2.99,13,New
591,MONSOON CAUSE,6,4.99,10,Games
592,MONSTER SPARTACUS,6,2.99,12,Music
593,MONTEREY LABYRINTH,6,0.99,11,Horror
594,MONTEZUMA COMMAND,6,0.99,1,Action
595,MOON BUNCH,7,0.99,9,Foreign
596,MOONSHINE CABIN,4,4.99,10,Games
597,MOONWALKER FOOL,5,4.99,10,Games
598,MOSQUITO ARMAGEDDON,6,0.99,15,Sports
599,MOTHER OLEANDER,3,0.99,15,Sports
600,MOTIONS DETAILS,5,0.99,11,Horror
601,MOULIN WAKE,4,0.99,16,Travel
602,MOURNING PURPLE,5,0.99,14,Sci-Fi
603,MOVIE SHAKESPEARE,6,4.99,8,Family
604,MULAN MOON,4,0.99,5,Comedy
605,MULHOLLAND BEAST,7,2.99,9,Foreign
606,MUMMY CREATURES,3,0.99,15,Sports
607,MUPPET MILE,5,4.99,9,Foreign
608,MURDER ANTITRUST,6,2.99,3,Children
609,MUSCLE BRIGHT,7,2.99,16,Travel
610,MUSIC BOONDOCK,7,0.99,8,Family
611,MUSKETEERS WAIT,7,4.99,4,Classics
612,MUSSOLINI SPOILERS,6,2.99,15,Sports
613,MYSTIC TRUMAN,5,0.99,5,Comedy
614,NAME DETECTIVE,5,4.99,10,Games
615,NASH CHOCOLAT,6,2.99,2,Animation
616,NATIONAL STORY,4,2.99,6,Documentary
617,NATURAL STOCK,4,0.99,8,Family
618,NECKLACE OUTBREAK,3,0.99,7,Drama
619,NEIGHBORS CHARADE,3,0.99,15,Sports
620,NEMO CAMPUS,5,2.99,14,Sci-Fi
621,NETWORK PEAK,5,2.99,8,Family
622,NEWSIES STORY,4,0.99,6,Documentary
623,NEWTON LABYRINTH,4,0.99,9,Foreign
624,NIGHTMARE CHILL,3,4.99,10,Games
625,NONE SPIKING,3,0.99,14,Sci-Fi
626,NOON PAPI,5,2.99,3,Children
627,NORTH TEQUILA,4,4.99,6,Documentary
628,NORTHWEST POLISH,5,2.99,15,Sports
629,NOTORIOUS REUNION,7,0.99,6,Documentary
630,NOTTING SPEAKEASY,7,0.99,7,Drama
631,NOVOCAINE FLIGHT,4,0.99,15,Sports
632,NUTS TIES,5,4.99,13,New
633,OCTOBER SUBMARINE,6,4.99,4,Classics
634,ODDS BOOGIE,6,0.99,8,Family
635,OKLAHOMA JUMANJI,7,0.99,13,New
636,OLEANDER CLUE,5,0.99,12,Music
637,OPEN AFRICAN,7,4.99,14,Sci-Fi
638,OPERATION OPERATION,7,2.99,5,Comedy
639,OPPOSITE NECKLACE,7,4.99,8,Family
640,OPUS ICE,5,4.99,9,Foreign
641,ORANGE GRAPES,4,0.99,9,Foreign
642,ORDER BETRAYED,7,2.99,16,Travel
643,ORIENT CLOSER,3,2.99,7,Drama
644,OSCAR GOLD,7,2.99,2,Animation
645,OTHERS SOUP,7,2.99,16,Travel
646,OUTBREAK DIVINE,6,0.99,10,Games
647,OUTFIELD MASSACRE,4,0.99,12,Music
648,OUTLAW HANKY,7,4.99,16,Travel
649,OZ LIAISONS,4,2.99,2,Animation
650,PACIFIC AMISTAD,3,0.99,6,Documentary
651,PACKER MADIGAN,3,0.99,2,Animation
652,PAJAMA JAWBREAKER,3,0.99,4,Classics
653,PANIC CLUB,3,4.99,11,Horror
654,PANKY SUBMARINE,4,4.99,10,Games
655,PANTHER REDS,5,4.99,14,Sci-Fi
656,PAPI NECKLACE,3,0.99,16,Travel
657,PARADISE SABRINA,5,2.99,5,Comedy
658,PARIS WEEKEND,7,2.99,11,Horror
659,PARK CITIZEN,3,4.99,1,Action
660,PARTY KNOCK,7,2.99,5,Comedy
661,PAST SUICIDES,5,4.99,9,Foreign
662,PATHS CONTROL,3,4.99,7,Drama
663,PATIENT SISTER,7,0.99,4,Classics
664,PATRIOT ROMAN,6,2.99,1,Action
665,PATTON INTERVIEW,4,2.99,11,Horror
666,PAYCHECK WAIT,4,4.99,7,Drama
667,PEACH INNOCENT,3,2.99,15,Sports
668,PEAK FOREVER,7,4.99,15,Sports
669,PEARL DESTINY,3,2.99,9,Foreign
670,PELICAN COMFORTS,4,4.99,6,Documentary
671,PERDITION FARGO,7,4.99,15,Sports
672,PERFECT GROOVE,7,2.99,5,Comedy
673,PERSONAL LADYBUGS,3,0.99,12,Music
674,PET HAUNTING,3,0.99,9,Foreign
675,PHANTOM GLORY,6,2.99,13,New
676,PHILADELPHIA WIFE,7,4.99,15,Sports
677,PIANIST OUTFIELD,6,0.99,13,New
678,PICKUP DRIVING,3,2.99,15,Sports
679,PILOT HOOSIERS,6,2.99,8,Family
680,PINOCCHIO SIMON,4,4.99,5,Comedy
681,PIRATES ROXANNE,4,0.99,15,Sports
682,PITTSBURGH HUNCHBACK,4,4.99,8,Family
683,PITY BOUND,5,4.99,7,Drama
684,PIZZA JUMANJI,4,2.99,10,Games
685,PLATOON INSTINCT,6,4.99,13,New
686,PLUTO OLEANDER,5,4.99,13,New
687,POCUS PULP,6,0.99,6,Documentary
688,POLISH BROOKLYN,6,0.99,3,Children
689,POLLOCK DELIVERANCE,5,2.99,9,Foreign
690,POND SEATTLE,7,2.99,2,Animation
691,POSEIDON FOREVER,6,4.99,15,Sports
692,POTLUCK MIXED,3,2.99,2,Animation
693,POTTER CONNECTICUT,5,2.99,2,Animation
694,PREJUDICE OLEANDER,6,4.99,4,Classics
695,PRESIDENT BANG,6,4.99,8,Family
696,PRIDE ALAMO,6,0.99,2,Animation
697,PRIMARY GLASS,7,0.99,1,Action
698,PRINCESS GIANT,3,2.99,6,Documentary
699,PRIVATE DROP,7,4.99,10,Games
700,PRIX UNDEFEATED,4,2.99,8,Family
701,PSYCHO SHRUNK,5,2.99,10,Games
702,PULP BEVERLY,4,2.99,11,Horror
703,PUNK DIVORCE,6,4.99,2,Animation
704,PURE RUNNER,3,2.99,5,Comedy
705,PURPLE MOVIE,4,2.99,9,Foreign
706,QUEEN LUKE,5,4.99,7,Drama
707,QUEST MUSSOLINI,5,2.99,1,Action
708,QUILLS BULL,4,4.99,6,Documentary
709,RACER EGG,7,2.99,7,Drama
710,RAGE GAMES,4,4.99,8,Family
711,RAGING AIRPLANE,4,4.99,14,Sci-Fi
712,RAIDERS ANTITRUST,4,0.99,6,Documentary
713,RAINBOW SHOCK,3,4.99,6,Documentary
714,RANDOM GO,6,2.99,14,Sci-Fi
715,RANGE MOONWALKER,3,4.99,8,Family
716,REAP UNFAITHFUL,6,2.99,11,Horror
717,REAR TRADING,6,0.99,1,Action
718,REBEL AIRPORT,7,0.99,12,Music
719,RECORDS ZORRO,7,4.99,15,Sports
720,REDEMPTION COMFORTS,3,2.99,13,New
721,REDS POCUS,7,4.99,12,Music
722,REEF SALUTE,5,0.99,11,Horror
723,REIGN GENTLEMEN,3,2.99,14,Sci-Fi
724,REMEMBER DIARY,5,2.99,8,Family
725,REQUIEM TYCOON,6,4.99,4,Classics
726,RESERVOIR ADAPTATION,7,2.99,9,Foreign
727,RESURRECTION SILVERADO,6,0.99,8,Family
728,REUNION WITCHES,3,0.99,7,Drama
729,RIDER CADDYSHACK,5,2.99,15,Sports
730,RIDGEMONT SUBMARINE,3,0.99,13,New
731,RIGHT CRANES,7,4.99,4,Classics
732,RINGS HEARTBREAKERS,5,0.99,1,Action
733,RIVER OUTLAW,4,0.99,15,Sports
734,ROAD ROXANNE,4,4.99,6,Documentary
735,ROBBERS JOON,7,2.99,3,Children
736,ROBBERY BRIGHT,4,0.99,8,Family
737,ROCK INSTINCT,4,0.99,11,Horror
738,ROCKETEER MOTHER,3,0.99,9,Foreign
739,ROCKY WAR,4,4.99,7,Drama
740,ROLLERCOASTER BRINGING,5,2.99,11,Horror
741,ROMAN PUNK,7,0.99,12,Music
742,ROOF CHAMPION,7,0.99,10,Games
743,ROOM ROMAN,7,0.99,2,Animation
744,ROOTS REMEMBER,4,0.99,4,Classics
745,ROSES TREASURE,5,4.99,15,Sports
746,ROUGE SQUAD,3,0.99,10,Games
747,ROXANNE REBEL,5,0.99,10,Games
748,RUGRATS SHAKESPEARE,4,0.99,1,Action
749,RULES HUMAN,6,4.99,11,Horror
750,RUN PACIFIC,3,0.99,13,New
751,RUNAWAY TENENBAUMS,6,0.99,13,New
752,RUNNER MADIGAN,6,0.99,12,Music
753,RUSH GOODFELLAS,3,0.99,8,Family
754,RUSHMORE MERMAID,6,2.99,5,Comedy
755,SABRINA MIDNIGHT,5,4.99,3,Children
756,SADDLE ANTITRUST,7,2.99,5,Comedy
757,SAGEBRUSH CLUELESS,4,2.99,6,Documentary
758,SAINTS BRIDE,5,2.99,7,Drama
759,SALUTE APOLLO,4,2.99,13,New
760,SAMURAI LION,5,2.99,13,New
761,SANTA PARIS,7,2.99,3,Children
762,SASSY PACKER,6,0.99,10,Games
763,SATISFACTION CONFIDENTIAL,3,4.99,15,Sports
764,SATURDAY LAMBS,3,4.99,15,Sports
765,SATURN NAME,7,4.99,5,Comedy
766,SAVANNAH TOWN,5,0.99,7,Drama
767,SCALAWAG DUCK,6,4.99,12,Music
768,SCARFACE BANG,3,4.99,3,Children
769,SCHOOL JACKET,5,4.99,9,Foreign
770,SCISSORHANDS SLUMS,5,2.99,9,Foreign
771,SCORPION APOLLO,3,4.99,7,Drama
772,SEA VIRGIN,4,2.99,7,Drama
773,SEABISCUIT PUNK,6,2.99,15,Sports
774,SEARCHERS WAIT,3,2.99,5,Comedy
775,SEATTLE EXPECATIONS,4,4.99,7,Drama
776,SECRET GROUNDHOG,6,4.99,6,Documentary
777,SECRETARY ROUGE,5,4.99,15,Sports
778,SECRETS PARADISE,3,4.99,8,Family
779,SENSE GREEK,4,4.99,15,Sports
780,SENSIBILITY REAR,7,4.99,8,Family
781,SEVEN SWARM,4,4.99,10,Games
782,SHAKESPEARE SADDLE,6,2.99,15,Sports
783,SHANE DARKNESS,5,2.99,16,Travel
784,SHANGHAI TYCOON,7,2.99,16,Travel
785,SHAWSHANK BUBBLE,6,4.99,16,Travel
786,SHEPHERD MIDSUMMER,7,0.99,3,Children
787,SHINING ROSES,4,0.99,16,Travel
788,SHIP WONDERLAND,5,2.99,6,Documentary
789,SHOCK CABIN,7,2.99,9,Foreign
790,SHOOTIST SUPERFLY,6,0.99,7,Drama
791,SHOW LORD,3,4.99,6,Documentary
792,SHREK LICENSE,7,2.99,9,Foreign
793,SHRUNK DIVINE,6,2.99,1,Action
794,SIDE ARK,5,0.99,1,Action
795,SIEGE MADRE,7,0.99,8,Family
796,SIERRA DIVIDE,3,0.99,15,Sports
797,SILENCE KANE,7,0.99,12,Music
798,SILVERADO GOLDFINGER,4,4.99,14,Sci-Fi
799,SIMON NORTH,3,0.99,11,Horror
800,SINNERS ATLANTIS,7,2.99,11,Horror
801,SISTER FREDDY,5,4.99,3,Children
802,SKY MIRACLE,7,2.99,1,Action
803,SLACKER LIAISONS,7,4.99,7,Drama
804,SLEEPING SUSPECTS,7,4.99,11,Horror
805,SLEEPLESS MONSOON,5,4.99,2,Animation
806,SLEEPY JAPANESE,4,2.99,13,New
807,SLEUTH ORIENT,4,0.99,10,Games
808,SLING LUKE,5,0.99,4,Classics
809,SLIPPER FIDELITY,5,0.99,15,Sports
810,SLUMS DUCK,5,0.99,8,Family
811,SMILE EARRING,4,2.99,16,Travel
812,SMOKING BARBARELLA,7,0.99,6,Documentary
813,SMOOCHY CONTROL,7,0.99,15,Sports
814,SNATCH SLIPPER,6,4.99,5,Comedy
815,SNATCHERS MONTEZUMA,4,2.99,4,Classics
816,SNOWMAN ROLLERCOASTER,3,0.99,2,Animation
817,SOLDIERS EVOLUTION,7,4.99,14,Sci-Fi
818,SOMETHING DUCK,4,4.99,7,Drama
819,SONG HEDWIG,3,0.99,12,Music
820,SONS INTERVIEW,3,2.99,2,Animation
821,SORORITY QUEEN,6,0.99,9,Foreign
822,SOUP WISDOM,6,0.99,8,Family
823,SOUTH WAIT,4,2.99,1,Action
824,SPARTACUS CHEAPER,4,4.99,8,Family
825,SPEAKEASY DATE,6,2.99,1,Action
826,SPEED SUIT,7,4.99,16,Travel
827,SPICE SORORITY,5,4.99,7,Drama
828,SPIKING ELEMENT,7,2.99,4,Classics
829,SPINAL ROCKY,7,2.99,8,Family
830,SPIRIT FLINTSTONES,7,0.99,11,Horror
831,SPIRITED CASUALTIES,5,0.99,14,Sci-Fi
832,SPLASH GUMP,5,0.99,8,Family
833,SPLENDOR PATTON,5,0.99,3,Children
834,SPOILERS HELLFIGHTERS,4,0.99,6,Documentary
835,SPY MILE,6,2.99,10,Games
836,SQUAD FISH,3,2.99,15,Sports
837,STAGE WORLD,4,2.99,5,Comedy
838,STAGECOACH ARMAGEDDON,5,4.99,1,Action
839,STALLION SUNDANCE,5,0.99,14,Sci-Fi
840,STAMPEDE DISTURBING,5,0.99,10,Games
841,STAR OPERATION,5,2.99,15,Sports
842,STATE WASTELAND,4,2.99,10,Games
843,STEEL SANTA,4,4.99,4,Classics
844,STEERS ARMAGEDDON,6,4.99,15,Sports
845,STEPMOM DREAM,7,4.99,9,Foreign
846,STING PERSONAL,3,4.99,13,New
847,STOCK GLASS,7,2.99,13,New
848,STONE FIRE,3,0.99,16,Travel
849,STORM HAPPINESS,6,0.99,2,Animation
850,STORY SIDE,7,0.99,1,Action
851,STRAIGHT HOURS,3,0.99,15,Sports
852,STRANGELOVE DESIRE,4,0.99,3,Children
853,STRANGER STRANGERS,3,4.99,3,Children
854,STRANGERS GRAFFITI,4,4.99,11,Horror
855,STREAK RIDGEMONT,7,0.99,6,Documentary
856,STREETCAR INTENTIONS,5,4.99,11,Horror
857,STRICTLY SCARFACE,3,2.99,5,Comedy
858,SUBMARINE BED,5,4.99,5,Comedy
859,SUGAR WONKA,3,4.99,2,Animation
860,SUICIDES SILENCE,4,4.99,14,Sci-Fi
861,SUIT WALLS,3,4.99,10,Games
862,SUMMER SCARFACE,5,0.99,4,Classics
863,SUN CONFESSIONS,5,0.99,14,Sci-Fi
864,SUNDANCE INVASION,5,0.99,3,Children
865,SUNRISE LEAGUE,3,4.99,2,Animation
866,SUNSET RACER,6,0.99,8,Family
867,SUPER WYOMING,5,4.99,8,Family
868,SUPERFLY TRIP,5,0.99,16,Travel
869,SUSPECTS QUILLS,4,2.99,1,Action
870,SWARM GOLD,4,0.99,11,Horror
871,SWEDEN SHINING,6,4.99,5,Comedy
872,SWEET BROTHERHOOD,3,2.99,16,Travel
873,SWEETHEARTS SUSPECTS,3,0.99,3,Children
874,TADPOLE PARK,6,2.99,4,Classics
875,TALENTED HOMICIDE,6,0.99,15,Sports
876,TARZAN VIDEOTAPE,3,2.99,11,Horror
877,TAXI KICK,4,0.99,12,Music
878,TEEN APOLLO,3,4.99,16,Travel
879,TELEGRAPH VOYAGE,3,4.99,12,Music
880,TELEMARK HEARTBREAKERS,6,2.99,2,Animation
881,TEMPLE ATTRACTION,5,4.99,11,Horror
882,TENENBAUMS COMMAND,4,0.99,7,Drama
883,TEQUILA PAST,6,4.99,3,Children
884,TERMINATOR CLUB,5,4.99,12,Music
885,TEXAS WATCH,7,0.99,11,Horror
886,THEORY MERMAID,5,0.99,2,Animation
887,THIEF PELICAN,5,4.99,2,Animation
888,THIN SAGEBRUSH,5,4.99,6,Documentary
889,TIES HUNGER,3,4.99,3,Children
890,TIGHTS DAWN,5,0.99,15,Sports
891,TIMBERLAND SKY,3,0.99,4,Classics
892,TITANIC BOONDOCK,3,4.99,2,Animation
893,TITANS JERK,4,4.99,14,Sci-Fi
894,TOMATOES HELLFIGHTERS,6,0.99,16,Travel
895,TOMORROW HUSTLER,3,2.99,4,Classics
896,TOOTSIE PILOT,3,0.99,3,Children
897,TORQUE BOUND,3,4.99,7,Drama
898,TOURIST PELICAN,4,4.99,15,Sports
899,TOWERS HURRICANE,7,0.99,4,Classics
900,TOWN ARK,6,2.99,9,Foreign
901,TRACY CIDER,3,0.99,2,Animation
902,TRADING PINOCCHIO,6,4.99,15,Sports
903,TRAFFIC HOBBIT,5,4.99,16,Travel
904,TRAIN BUNCH,3,4.99,11,Horror
905,TRAINSPOTTING STRANGERS,7,4.99,5,Comedy
906,TRAMP OTHERS,4,0.99,5,Comedy
907,TRANSLATION SUMMER,4,0.99,7,Drama
908,TRAP GUYS,3,4.99,9,Foreign
909,TREASURE COMMAND,3,0.99,11,Horror
910,TREATMENT JEKYLL,3,0.99,7,Drama
911,TRIP NEWTON,7,4.99,1,Action
912,TROJAN TOMORROW,3,2.99,14,Sci-Fi
913,TROOPERS METAL,3,0.99,13,New
914,TROUBLE DATE,6,2.99,16,Travel
915,TRUMAN CRAZY,7,4.99,1,Action
916,TURN STAR,3,2.99,2,Animation
917,TUXEDO MILE,3,2.99,15,Sports
918,TWISTED PIRATES,4,4.99,3,Children
919,TYCOON GATHERING,3,4.99,10,Games
920,UNBREAKABLE KARATE,3,0.99,13,New
921,UNCUT SUICIDES,7,2.99,12,Music
922,UNDEFEATED DALMATIONS,7,4.99,11,Horror
923,UNFAITHFUL KILL,7,2.99,7,Drama
924,UNFORGIVEN ZOOLANDER,7,0.99,14,Sci-Fi
925,UNITED PILOT,3,0.99,6,Documentary
926,UNTOUCHABLES SUNRISE,5,2.99,6,Documentary
927,UPRISING UPTOWN,6,2.99,1,Action
928,UPTOWN YOUNG,5,2.99,3,Children
929,USUAL UNTOUCHABLES,5,4.99,9,Foreign
930,VACATION BOONDOCK,4,2.99,14,Sci-Fi
931,VALENTINE VANISHING,7,0.99,16,Travel
932,VALLEY PACKER,3,0.99,5,Comedy
933,VAMPIRE WHALE,4,4.99,13,New
934,VANILLA DAY,7,4.99,10,Games
935,VANISHED GARDEN,5,0.99,13,New
936,VANISHING ROCKY,3,2.99,12,Music
937,VARSITY TRIP,7,2.99,13,New
938,VELVET TERMINATOR,3,4.99,5,Comedy
939,VERTIGO NORTHWEST,4,2.99,5,Comedy
940,VICTORY ACADEMY,6,0.99,15,Sports
941,VIDEOTAPE ARSENIC,4,4.99,10,Games
942,VIETNAM SMOOCHY,7,0.99,7,Drama
943,VILLAIN DESPERATE,4,4.99,6,Documentary
944,VIRGIN DAISY,6,4.99,7,Drama
945,VIRGINIAN PLUTO,5,0.99,6,Documentary
946,VIRTUAL SPOILERS,3,4.99,8,Family
947,VISION TORQUE,5,0.99,9,Foreign
948,VOICE PEACH,6,0.99,13,New
949,VOLCANO TEXAS,6,0.99,10,Games
950,VOLUME HOUSE,7,4.99,4,Classics
951,VOYAGE LEGALLY,6,0.99,4,Classics
952,WAGON JAWS,7,2.99,6,Documentary
953,WAIT CIDER,3,0.99,2,Animation
954,WAKE JAWS,7,4.99,13,New
955,WALLS ARTIST,7,4.99,3,Children
956,WANDA CHAMBER,7,4.99,10,Games
957,WAR NOTTING,7,4.99,9,Foreign
958,WARDROBE PHANTOM,6,2.99,7,Drama
959,WARLOCK WEREWOLF,6,2.99,3,Children
960,WARS PLUTO,5,2.99,6,Documentary
961,WASH HEAVENLY,7,4.99,9,Foreign
962,WASTELAND DIVINE,7,2.99,4,Classics
963,WATCH TRACY,5,0.99,2,Animation
964,WATERFRONT DELIVERANCE,4,4.99,1,Action
965,WATERSHIP FRONTIER,6,0.99,11,Horror
966,WEDDING APOLLO,3,0.99,6,Documentary
967,WEEKEND PERSONAL,5,2.99,14,Sci-Fi
968,WEREWOLF LOLA,6,4.99,1,Action
969,WEST LION,4,4.99,7,Drama
970,WESTWARD SEABISCUIT,7,0.99,4,Classics
971,WHALE BIKINI,4,4.99,9,Foreign
972,WHISPERER GIANT,4,4.99,14,Sci-Fi
973,WIFE TURN,3,4.99,6,Documentary
974,WILD APOLLO,4,0.99,13,New
975,WILLOW TRACY,6,2.99,8,Family
976,WIND PHANTOM,6,0.99,10,Games
977,WINDOW SIDE,3,2.99,16,Travel
978,WISDOM WORKER,3,0.99,5,Comedy
979,WITCHES PANIC,6,4.99,7,Drama
980,WIZARD COLDBLOODED,4,4.99,12,Music
981,WOLVES DESIRE,7,0.99,16,Travel
982,WOMEN DORADO,4,0.99,1,Action
983,WON DARES,7,2.99,12,Music
984,WONDERFUL DROP,3,2.99,9,Foreign
985,WONDERLAND CHRISTMAS,4,4.99,14,Sci-Fi
986,WONKA SEA,6,2.99,2,Animation
987,WORDS HUNTER,3,2.99,12,Music
988,WORKER TARZAN,7,2.99,16,Travel
989,WORKING MICROCOSMOS,4,4.99,16,Travel
990,WORLD LEATHERNECKS,3,0.99,11,Horror
991,WORST BANGER,4,2.99,1,Action
992,WRATH MILE,5,0.99,6,Documentary
993,WRONG BEHAVIOR,6,2.99,3,Children
994,WYOMING STORM,6,4.99,13,New
995,YENTL IDAHO,5,4.99,11,Horror
996,YOUNG LANGUAGE,6,0.99,6,Documentary
997,YOUTH KICK,4,0.99,12,Music
998,ZHIVAGO CORE,6,0.99,11,Horror
999,ZOOLANDER FICTION,5,2.99,3,Children
1000,ZORRO ARK,3,4.99,5,Comedy
